nobel year,firstname,lastname,category,gender,motivation,birth_country,birth_country_code,death_date,death_country,death_country_code,organization_name,organization_country,age,birth_year,alpha-3
2017,Michael,Rosbash,medicine,male,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",USA,US,0000-00-00,,,Brandeis University,USA,73,1944,USA
2017,Jeffrey C.,Hall,medicine,male,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",USA,US,0000-00-00,,,University of Maine,USA,72,1945,USA
2017,Barry C.,Barish,physics,male,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",USA,US,0000-00-00,,,LIGO/VIRGO Collaboration,,81,1936,USA
2018,Olga,Tokarczuk,literature,female,"""for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life""",Poland,PL,0000-00-00,,,,,56,1962,POL
2018,Paul M.,Romer,economics,male,"""for integrating technological innovations into long-run macroeconomic analysis""",USA,US,0000-00-00,,,NYU Stern School of Business,USA,63,1955,USA
2018,William D.,Nordhaus,economics,male,"""for integrating climate change into long-run macroeconomic analysis""",USA,US,0000-00-00,,,Yale University,USA,77,1941,USA
2018,Nadia,Murad,peace,female,"""for their efforts to end the use of sexual violence as a weapon of war and armed conflict""",Iraq,IQ,0000-00-00,,,,,25,1993,IRQ
2018,Denis,Mukwege,peace,male,"""for their efforts to end the use of sexual violence as a weapon of war and armed conflict""",Congo,CD,0000-00-00,,,,,63,1955,COD
2018,Sir Gregory P.,Winter,chemistry,male,"""for the phage display of peptides and antibodies""",United Kingdom,GB,0000-00-00,,,MRC Laboratory of Molecular Biology,United Kingdom,67,1951,GBR
2018,George P.,Smith,chemistry,male,"""for the phage display of peptides and antibodies""",USA,US,0000-00-00,,,University of Missouri,USA,77,1941,USA
2018,Frances H.,Arnold,chemistry,female,"""for the directed evolution of enzymes""",USA,US,0000-00-00,,,California Institute of Technology (Caltech),USA,62,1956,USA
2018,Gérard,Mourou,physics,male,"""for their method of generating high-intensity ultra-short optical pulses""",France,FR,0000-00-00,,,École Polytechnique,France,74,1944,FRA
2018,Arthur,Ashkin,physics,male,"""for the optical tweezers and their application to biological systems""",USA,US,21-09-2020,USA,US,Bell Laboratories,USA,96,1922,USA
2018,Tasuku,Honjo,medicine,male,"""for their discovery of cancer therapy by inhibition of negative immune regulation""",Japan,JP,0000-00-00,,,Kyoto University,Japan,76,1942,JPN
2018,James P.,Allison,medicine,male,"""for their discovery of cancer therapy by inhibition of negative immune regulation""",USA,US,0000-00-00,,,Parker Institute for Cancer Immunotherapy,USA,70,1948,USA
2018,Donna,Strickland,physics,female,"""for their method of generating high-intensity ultra-short optical pulses""",Canada,CA,0000-00-00,,,University of Waterloo,Canada,59,1959,CAN
2019,Akira,Yoshino,chemistry,male,"""for the development of lithium-ion batteries""",Japan,JP,0000-00-00,,,Asahi Kasei Corporation,Japan,71,1948,JPN
2019,Abhijit,Banerjee,economics,male,"""for their experimental approach to alleviating global poverty""",India,IN,0000-00-00,,,Massachusetts Institute of Technology (MIT),USA,58,1961,IND
2019,Michael,Kremer,economics,male,"""for their experimental approach to alleviating global poverty""",USA,US,0000-00-00,,,Harvard University,USA,55,1964,USA
2019,Peter,Handke,literature,male,"""for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience""",Austria,AT,0000-00-00,,,,,77,1942,AUT
2019,Esther,Duflo,economics,female,"""for their experimental approach to alleviating global poverty""",France,FR,0000-00-00,,,Massachusetts Institute of Technology (MIT),USA,47,1972,FRA
2019,M. Stanley,Whittingham,chemistry,male,"""for the development of lithium-ion batteries""",United Kingdom,GB,0000-00-00,,,Binghamton University State University of New York,USA,78,1941,GBR
2019,Abiy,Ahmed Ali,peace,male,"""for his efforts to achieve peace and international cooperation and in particular for his decisive initiative to resolve the border conflict with neighbouring Eritrea""",Ethiopia,ET,0000-00-00,,,,,43,1976,ETH
2019,Didier,Queloz,physics,male,"""for the discovery of an exoplanet orbiting a solar-type star""",Switzerland,CH,0000-00-00,,,University of Geneva,Switzerland,53,1966,CHE
2019,Michel,Mayor,physics,male,"""for the discovery of an exoplanet orbiting a solar-type star""",Switzerland,CH,0000-00-00,,,University of Geneva,Switzerland,77,1942,CHE
2019,James,Peebles,physics,male,"""for theoretical discoveries in physical cosmology""",Canada,CA,0000-00-00,,,Princeton University,USA,84,1935,CAN
2019,Gregg,Semenza,medicine,male,"""for their discoveries of how cells sense and adapt to oxygen availability""",USA,US,0000-00-00,,,Johns Hopkins University,USA,63,1956,USA
2019,Peter,Ratcliffe,medicine,male,"""for their discoveries of how cells sense and adapt to oxygen availability""",United Kingdom,GB,0000-00-00,,,University of Oxford,United Kingdom,65,1954,GBR
2019,William,Kaelin,medicine,male,"""for their discoveries of how cells sense and adapt to oxygen availability""",USA,US,0000-00-00,,,Harvard Medical School,USA,62,1957,USA
2019,John,Goodenough,chemistry,male,"""for the development of lithium-ion batteries""",Germany,DE,0000-00-00,,,University of Texas,USA,97,1922,DEU
2020,Robert,Wilson,economics,male,"""for improvements to auction theory and inventions of new auction formats""",USA,US,0000-00-00,,,Stanford University,USA,83,1937,USA
2020,Paul,Milgrom,economics,male,"""for improvements to auction theory and inventions of new auction formats""",USA,US,0000-00-00,,,Stanford University,USA,72,1948,USA
2020,World Food Programme,,peace,org,"""for its efforts to combat hunger for its contribution to bettering conditions for peace in conflict-affected areas and for acting as a driving force in efforts to prevent the use of hunger as a weapon of war and conflict""",,,0000-00-00,,,,,59,1961,NAM
2020,Louise,Glück,literature,female,"""for her unmistakable poetic voice that with austere beauty makes individual existence universal""",USA,US,0000-00-00,,,,,77,1943,USA
2020,Jennifer A.,Doudna,chemistry,female,"""for the development of a method for genome editing""",USA,US,0000-00-00,,,University of California,USA,56,1964,USA
2020,Emmanuelle,Charpentier,chemistry,female,"""for the development of a method for genome editing""",France,FR,0000-00-00,,,Max Planck Unit for the Science of Pathogens,Germany,52,1968,FRA
2020,Reinhard,Genzel,physics,male,"""for the discovery of a supermassive compact object at the centre of our galaxy""",Germany,DE,0000-00-00,,,Max Planck Institute for Extraterrestrial Physics,Germany,68,1952,DEU
2020,Roger,Penrose,physics,male,"""for the discovery that black hole formation is a robust prediction of the general theory of relativity""",United Kingdom,GB,0000-00-00,,,University of Oxford,United Kingdom,89,1931,GBR
2020,Charles,Rice,medicine,male,"""for the discovery of Hepatitis C virus""",USA,US,0000-00-00,,,Rockefeller University,USA,68,1952,USA
2020,Michael,Houghton,medicine,male,"""for the discovery of Hepatitis C virus""",United Kingdom,GB,0000-00-00,,,University of Alberta,Canada,71,1949,GBR
2020,Harvey,Alter,medicine,male,"""for the discovery of Hepatitis C virus""",USA,US,0000-00-00,,,National Institutes of Health,USA,85,1935,USA
2020,Andrea,Ghez,physics,female,"""for the discovery of a supermassive compact object at the centre of our galaxy""",USA,US,0000-00-00,,,University of California,USA,55,1965,USA
2021,Abdulrazak,Gurnah,literature,male,"""for his uncompromising and compassionate penetration of the effects of colonialism and the fate of the refugee in the gulf between cultures and continents""",,,0000-00-00,,,,,73,1948,NAM
2021,Joshua,Angrist,economics,male,"""for their methodological contributions to the analysis of causal relationships""",USA,US,0000-00-00,,,Massachusetts Institute of Technology (MIT),USA,61,1960,USA
2021,David,Card,economics,male,"""for his empirical contributions to labour economics""",Canada,CA,0000-00-00,,,University of California,USA,65,1956,CAN
2021,Dmitry,Muratov,peace,male,"""for their efforts to safeguard freedom of expression which is a precondition for democracy and lasting peace""",Russia,RU,0000-00-00,,,,,60,1961,RUS
2021,Guido,Imbens,economics,male,"""for their methodological contributions to the analysis of causal relationships""",the Netherlands,NL,0000-00-00,,,Stanford University,USA,58,1963,NLD
2021,Maria,Ressa,peace,female,"""for their efforts to safeguard freedom of expression which is a precondition for democracy and lasting peace""",Philippines,PH,0000-00-00,,,,,58,1963,PHL
2021,David,MacMillan,chemistry,male,"""for the development of asymmetric organocatalysis""",United Kingdom,GB,0000-00-00,,,Princeton University,USA,53,1968,GBR
2021,Syukuro,Manabe,physics,male,"""for the physical modelling of Earth’s climate quantifying variability and reliably predicting global warming""",Japan,JP,0000-00-00,,,Princeton University,USA,90,1931,JPN
2021,Giorgio,Parisi,physics,male,"""for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales""",Italy,IT,0000-00-00,,,Sapienza University of Rome,Italy,73,1948,ITA
2021,Klaus,Hasselmann,physics,male,"""for the physical modelling of Earth’s climate quantifying variability and reliably predicting global warming""",Germany,DE,0000-00-00,,,Max Planck Institute for Meteorology,Germany,90,1931,DEU
2021,Ardem,Patapoutian,medicine,male,"""for their discoveries of receptors for temperature and touch""",Lebanon,LB,0000-00-00,,,Scripps Research,USA,54,1967,LBN
2021,David,Julius,medicine,male,"""for their discoveries of receptors for temperature and touch""",USA,US,0000-00-00,,,University of California,USA,66,1955,USA
2021,Benjamin,List,chemistry,male,"""for the development of asymmetric organocatalysis""",Germany,DE,0000-00-00,,,Max-Planck-Institut für Kohlenforschung,Germany,53,1968,DEU
2022,Ben,Bernanke,economics,male,"""for research on banks and financial crises""",USA,US,0000-00-00,,,The Brookings Institution,USA,69,1953,USA
2022,Center for Civil Liberties,,peace,org,"""The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.""",,,0000-00-00,,,,,15,2007,NAM
2022,Memorial,,peace,org,"""The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.""",,,0000-00-00,,,,,35,1987,NAM
2022,Ales,Bialiatski,peace,male,"""The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.""",Russia,RU,0000-00-00,,,,,60,1962,RUS
2022,Annie,Ernaux,literature,female,"""for the courage and clinical acuity with which she uncovers the roots estrangements and  collective restraints of personal memory""",France,FR,0000-00-00,,,,,82,1940,FRA
2022,Morten,Meldal,chemistry,male,"""for the development of click chemistry and bioorthogonal chemistry""",Denmark,DK,0000-00-00,,,University of Copenhagen,Denmark,68,1954,DNK
2022,Anton,Zeilinger,physics,male,"""for experiments with entangled photons establishing the violation of Bell inequalities and  pioneering quantum information science""",Austria,AT,0000-00-00,,,University of Vienna,Austria,77,1945,AUT
2022,John F.,Clauser,physics,male,"""for experiments with entangled photons establishing the violation of Bell inequalities and  pioneering quantum information science""",USA,US,0000-00-00,,,J.F. Clauser & Assoc.,USA,80,1942,USA
2022,Alain,Aspect,physics,male,"""for experiments with entangled photons establishing the violation of Bell inequalities and  pioneering quantum information science""",France,FR,0000-00-00,,,Institut d’Optique Graduate School – Université Paris-Saclay,France,75,1947,FRA
2022,Svante,Pääbo,medicine,male,"""for his discoveries concerning the genomes of extinct hominins and human evolution""",Sweden,SE,0000-00-00,,,Max Planck Institute for Evolutionary Anthropology,Germany,67,1955,SWE
2022,Barry,Sharpless,chemistry,male,"""for the development of click chemistry and bioorthogonal chemistry""",USA,US,0000-00-00,,,Scripps Research,USA,81,1941,USA
2022,Douglas,Diamond,economics,male,"""for research on banks and financial crises""",USA,US,0000-00-00,,,University of Chicago,USA,69,1953,USA
2022,Carolyn,Bertozzi,chemistry,female,"""for the development of click chemistry and bioorthogonal chemistry""",USA,US,0000-00-00,,,Stanford University,USA,56,1966,USA
2022,Philip,Dybvig,economics,male,"""for research on banks and financial crises""",USA,US,0000-00-00,,,Washington University,USA,67,1955,USA
